steps,trial_0,trial_1
0.0,34.40502166748047,36.6995964050293
2631578.947368421,35.79210338669306,38.005770842537
5263157.894736842,59.917730975968354,60.30580776221947
7894736.842105264,97.48180399253103,64.49802699317728
10526315.789473685,385.62155218963153,60.89296921163054
13157894.736842105,897.4576670613316,53.76924504470751
15789473.684210528,942.568912517331,70.15229440769416
18421052.63157895,941.0934311638579,231.05483610135545
21052631.57894737,933.2740315281453,656.0094558651099
23684210.52631579,930.5257736172042,848.6222197543881
26315789.47368421,931.8683176172738,823.7492195939093
28947368.42105263,915.6258244458328,889.5661365675463
31578947.368421055,914.204843773406,920.7469514136169
34210526.315789476,900.3843748315219,914.3443548552217
36842105.2631579,873.2232036795313,925.8674609215306
39473684.21052632,866.2194726586011,911.348720751806
42105263.15789474,837.9773308392047,900.4920405575443
44736842.10526316,887.1549552528812,926.875082271251
47368421.05263158,925.7351483420322,928.5115380696643
50000000.0,887.6819921731949,855.2167807754718
